text,text_hash,label,label_predicted,label_triggers,text_hash.1,label_count,label_predicted_count,label_count_matched
The barrier that tell me to hurt myself isnt okay isnt there anymore.,1901533540,harm,harm,revenge causeharm synset-ache-verb-3 synset-o.k.-noun-1 hurt_40081000 experiencebodilyharm,1901533540,1,1,1
The cashier call the police and they catch Dan and take him to jail.,1061099460,cheating subversion,care oppression,prison synset-police-noun-1 synset-jail-noun-1,1061099460,2,2,0
The controller hit Eli's nose and he have blood pour everywhere.,3977385794,harm,harm,causeharm experiencebodilyharm,3977385794,1,1,1
The convict dove on the guard and shoot him with his own gun.,2857047521,harm,care harm,causeharm shoot_42020000 attack killing defend synset-shoot-verb-1 synset-guard-noun-1 experiencebodilyharm,2857047521,1,2,1
The convict have their way with their home and tear it to pieces.,237442928,harm degradation,harm oppression,synset-tear-verb-1 experiencebodilyharm,237442928,2,2,1
The day my friend and Icompletely annihilate our ex-best friend toilet.,2710706714,betrayal,harm,synset-eliminate-verb-3 destroying killing annihilate_42010000,2710706714,1,1,0
The day my son come out I bash him and kick him to the kurb.,1925387408,harm,harm,causeharm synset-sock-verb-1 kick_18020000,1925387408,1,1,1
The doctor tell her she will develop cancer soon if she doesn't quit.,1806375139,harm,care,synset-doctor-noun-1,1806375139,1,1,0
"The first time I masturbate it felt like an awakening, but then I am addicted. Just like every other drug I have take since.",3186830276,degradation,degradation care,synset-drug-noun-1,3186830276,1,2,1
The man I cheat on my husband with be in the hospital and I don’t know what to feel.,572989151,cheating betrayal,cheating,cheat_59000100,572989151,2,1,1
The man hold his gun out and ask the cashier to give him monday.,3640202911,harm,care oppression,synset-keep-verb-1,3640202911,1,2,0
The mother of my 3 child have ruin my life and I feel like disappear forever.,229055240,harm,care harm,destroying synset-mother-noun-1 synset-destroy-verb-2 ruin_44000000,229055240,1,2,1
The next morning Jeb wake up to find out he is win the jackpot.,3406501447,harm,care,synset-detect-verb-1,3406501447,1,1,0
The only reason I havebeen keep my nail short be to prevent accidental self harm.,2867666248,harm,care harm oppression,synset-injury-noun-1 synset-keep-verb-1,2867666248,1,3,1
The only time I feel any sort of empathy or sadness be when I am high.,1801001061,harm,care,synset-empathy-noun-1,1801001061,1,1,0
The only time you should interact with a woman be when you insult her.,2448169370,harm,harm,synset-diss-verb-1,2448169370,1,1,1
The only way I can stop my feeling of detachment from the world be to self harm.,2107579503,harm,harm,synset-injury-noun-1,2107579503,1,1,1
The police call to tell Otto that they have find his old car.,2724795787,cheating subversion degradation,care,synset-police-noun-1 synset-detect-verb-1,2724795787,3,1,0
The police tell him his identical twin have the same fingerprints.,602347604,cheating subversion,care,synset-police-noun-1,602347604,2,1,0
The reason why I refuse to go to therapy be because I’ve internalize mentally ill = be inferior.,4067566632,harm,care,synset-therapy-noun-1,4067566632,1,1,0
The small comment will set me off in a cry rage because i think of everything bad that have happen to me and it make me feel weak.,3578146268,harm,harm,happen_48030000 destroying,3578146268,1,1,1
The stylist cut it so poorly Kevin look like he fight a lawn mower.,1075910703,harm,harm,causeharm hostileencounter synset-cut-verb-1 synset-contend-verb-6 experiencebodilyharm,1075910703,1,1,1
They are go to attack his big sister and her friend with them.,3018200598,harm,care harm,attack_33000000 synset-attack-verb-1 attack,3018200598,1,2,1
They are so busy that they didn't get a chance to eat any dinner.,4101641939,harm,care,synset-dinner-noun-1,4101641939,1,1,0
They aregan to think that I didn't care about or like them.,1916605622,harm,fairness care,care_31030200 regard,1916605622,1,2,0
They arrest her brother for the connection of a 3 people murder.,4204664612,harm,authority loyalty harm oppression,synset-collar-verb-1 killing synset-connection-noun-1 offenses arrest synset-murder-noun-1 socialconnection,4204664612,1,4,1
They break her trust and find out she is be completely honest.,3232241293,cheating,care loyalty harm,causeharm synset-trust-noun-1 break_45010000 synset-detect-verb-1 experiencebodilyharm,3232241293,1,3,0
They choose a birth control method that make the most sense for them.,1979259180,harm,authority fairness harm,synset-birth-noun-1 synset-control-noun-1 partiality,1979259180,1,3,1
They tell Aya she would be choose for random X-ray screening.,2700875231,harm cheating,fairness,partiality,2700875231,2,1,0
Think Twice Before Confronting Drivers in Handicapped Spots.,2641565187,harm,harm,confront_98000000 hostileencounter,2641565187,1,1,1
This woman get in my face and start screaming. I want to knock her fuc#ing teeth out.,250420745,cheating,harm,synset-knock-verb-1,250420745,1,1,0
"Tifu didn't want it, so here's the story of me beat some kid up in a public bathroom and get arrest on Friday.",1265051277,harm,authority care harm oppression,arrest synset-apprehension-noun-4 synset-beat-verb-1 synset-bathroom-noun-1,1265051277,1,4,1
Today I drive around the block and lose the love of my life.,2311591200,harm,harm,synset-lose-verb-1 attack lose_13020000,2311591200,1,1,1
Told girl who get over depression how much I loathe her out of a petty attempt to make her fall back into it.,1990797056,harm,harm,loathe_31020000,1990797056,1,1,1
"Tula become a drug queenpin, and have a price put on her head.",2999850406,harm,degradation care,synset-drug-noun-1,2999850406,1,2,0
Twin Isn't Inclined to Double Her Sister's Wedding Pleasure.,2149061936,cheating,fairness,inclination,2149061936,1,1,0
"Two Of My Friends Are Fighting,because I misunderstand one.",1726878983,harm,harm,hostileencounter,1726878983,1,1,1
"Unfortunately,They fell during practice and Frank break his ankle.",1226446949,harm subversion,harm,experiencebodilyharm causeharm break_45010000,1226446949,2,1,1
Ungrateful Granddaughter May Get Taste of Her Own Medicine.,2357859610,harm betrayal,fairness,synset-preference-noun-1 inclination,2357859610,2,1,0
"Until last night, I use to say the n-word a lot, and I claim I wasn’t racist.",1181817832,harm,loyalty,synset-batch-noun-2,1181817832,1,1,0
Veterinarian Should Help Guide Decision to End Pet's Suffering.,3778418321,harm,care,synset-help-verb-1 help_72000100 assistance,3778418321,1,1,0
Victims of Domestic Violence Live Without Fear in Washington.,3036747339,harm degradation,harm,synset-fear-noun-1,3036747339,2,1,1
We Need a Little Bit of Fascism in America To Vanquish the Cucks.,3501856325,subversion,harm,synset-beat-verb-1,3501856325,1,1,0
We lock a 2nd Grade student in the school laboratory with the Skeleton prop.,45554533,harm,oppression,lock_22040000 inhibitmovement,45554533,1,1,0
"We splatter him with use motor oil, and he sit outside for a week.",545396611,harm degradation,care,synset-motor-noun-1,545396611,2,1,0
"Whe I think of pervy thoughts, i soon after say in my brain I know you can hear me and I dont care as a countermeasure to scare away possible mind readers.",2602120997,degradation,fairness care,synset-care-noun-1 regard,2602120997,1,2,0
"When I am 13, I read my mom's erotica, I get caught, and we both pretend it never happened.",1017126538,harm,harm,happen_48030000 destroying,1017126538,1,1,1
When I am 17 I purposely beat a man to death and permanently cripple another.,4079295264,subversion degradation harm,harm,causeharm death synset-death-noun-1 synset-beat-verb-1,4079295264,3,1,1
When I am 7 I steal some family friend's child's very rare Pokemon card and my late Father lose a friend over it.,2600478520,betrayal harm,harm,synset-lose-verb-1 attack lose_13020000,2600478520,2,1,1
When I am 8 I decapitate hundred of monarch butterfly by rip their wing off.,4053146343,harm subversion,harm,decapitate_42020000 killing synset-decapitate-verb-1 synset-rend-verb-1,4053146343,2,1,1
"When I am a child, I think Elvis Presley be an elf and only exist in fantasy lore.",1904680005,subversion,fairness,regard,1904680005,1,1,0
When I am a server I use to upcharge needy customer who didn't tip.,313202580,cheating,care,synset-waiter-noun-1,313202580,1,1,0
When I am at work I pretend to wash my hand after pooping just in case I am be watched.,696327719,harm,care,synset-wash-verb-1 grooming,696327719,1,1,0
"When I am in my twenties, instead of wash my sock and boxer I would just throw them away and buy new.",285746120,degradation,harm,synset-boxer-noun-1 causeharm hostileencounter experiencebodilyharm,285746120,1,1,0
"When I am sick, I like to spit a huge loogie into the family chip dip.",1076959238,harm,harm,synset-bit-noun-2,1076959238,1,1,1
"When I am with my ex, I would fantasize about him die so I could be with his best friend.",1533222614,cheating,harm,death die_48020000 synset-die-verb-1,1533222614,1,1,0
When I am young my parent taught me you could communicate to people that didn't speak your language simply by yell whatever you are try to say!.,3706336374,harm,authority loyalty,synset-parent-noun-1 socialconnection,3706336374,1,2,0
"When I am young, I throw up all over my principal office floor..",3429635697,harm degradation,harm,synset-floor-noun-1,3429635697,2,1,1
"When I have a cat, sometimes I would put off feed it iscause I like hear it is meow.",3338673390,harm,care,synset-feed-noun-1,3338673390,1,1,0
When I try to change the TV channel and the remote doesn't respond I slap it and try again.,2961186765,harm,harm,causeharm synset-slap-verb-1 slap_17010100,2961186765,1,1,1
When Im hold a knife in the kitchen I cant stop imagining myself stab my family member.,1005526796,harm betrayal,care loyalty harm oppression,causeharm synset-keep-verb-1 synset-knife-noun-1 synset-knife-verb-1 stab_18020000 synset-member-noun-1,1005526796,2,4,1
"When another 4th grade classmate of mine die in a car crash, I almost cheered, but I fake cry to seem sane.",3874759935,betrayal,cheating harm,death die_48020000 synset-bogus-adjectivesatellite-1 synset-die-verb-1,3874759935,1,2,0
"When his lumberjack friends find out, they make fun of Robbie.",3402503742,harm betrayal,care harm,synset-lumberman-noun-1 causeharm synset-detect-verb-1,3402503742,2,2,1
When his parent threaten to stop lesson he start practicing.,2825983590,betrayal,authority harm,synset-parent-noun-1 threaten_31010000 synset-threaten-verb-2,2825983590,1,2,0
When in th shower I usually only apply shower gel to my arms.,2902070808,degradation,care,synset-shower-noun-1,2902070808,1,1,0
"When it isn't my turn to do the dishes, I sneak into the kitchen and wash the knife so my fiancée can't cut herself by accident.",2334731799,harm degradation,care harm,causeharm grooming synset-knife-noun-1 synset-cut-verb-1 synset-wash-verb-1 experiencebodilyharm,2334731799,2,2,1
"When my family come to visit me from another country, I have ill intention towards them.",2394562606,betrayal,loyalty,synset-visit-verb-1,2394562606,1,1,0
"When one day, he meet Cassandra, she is the first to refuse to do so.",1117853675,harm,loyalty,cometogether,1117853675,1,1,0
"When people look at me like I’m some shy, quiet, weak person with low self esteem, I want to show them who I really am. They laugh and then they feared.",3748673285,harm,fairness,synset-esteem-noun-1 regard,3748673285,1,1,0
"When people post crooked, sloppy photo online I save them, edit, straighten, adjust the color and lighting, and then do absolutely nothing with it afterwards.",3873847770,harm,care,synset-lighting-noun-2,3873847770,1,1,0
When someone ask me to guess there age I normally overestimate on purpose to offend them.,3100385460,harm,harm,causeharm offend_31010000,3100385460,1,1,1
When the police arrive they find him in the closet sleeping.,2566723033,harm subversion,care,synset-police-noun-1 synset-detect-verb-1,2566723033,2,1,0
"When the time came, Jessica get so annoyed she drink too much wine.",612636623,harm,care,synset-wine-noun-1,612636623,1,1,0
"When we arrive at the breeder, we choose which puppy we want.",2743408101,harm cheating,fairness,partiality,2743408101,2,1,0
"Whenever I am in a relationship I don't want to be in anymore, I secretly hope they cheat on me.",1538335113,harm cheating,cheating,cheat_59000100,1538335113,2,1,1
